INVOICE_NO,vcurr Net Revenue,vcurr Gross Revenue,INVOICE_DATE,$ Net Revenue,$ Gross Revenue
VKR-136449,29488,29487.76675900277,3/21/2024 0:00,31935,31935.2514
VKR-136450,41330,41330.242936288094,3/20/2024 0:00,44761,44760.6531
VKR-136451,26566,26566.050969529086,3/20/2024 0:00,28771,28771.033199999998
VKR-136452,46711,46711.35170821792,3/20/2024 0:00,50588,50588.3939
VKR-136453,2193,2193.0000923361035,3/20/2024 0:00,2375,2375.0191
VKR-136454,210,210,3/20/2024 0:00,227,227.43
VKR-136455,36859,45950.62668513389,3/21/2024 0:00,39918,49764.5287
VKR-136456,36859,45950.62668513389,3/21/2024 0:00,39918,49764.5287
VKR-136457,12158,12157.894736842105,3/21/2024 0:00,13167,13167
VKR-136458,12158,12157.894736842105,3/21/2024 0:00,13167,13167
VKR-136459,12158,12157.894736842105,3/21/2024 0:00,13167,13167
VKR-136460,8105,8105.263157894738,3/21/2024 0:00,8778,8778
VKR-136461,8322,8321.606648199446,3/21/2024 0:00,9012,9012.3
VKR-136462,10231,10231.200369344413,3/21/2024 0:00,11080,11080.39
VKR-136463,5766,5765.6001846722065,3/21/2024 0:00,6244,6244.1449999999995
VKR-136464,387,387,3/22/2024 0:00,419,419.121
VKR-136465,3842,3842.000092336103,3/22/2024 0:00,4161,4160.8861
VKR-136466,9722,9722.000369344414,3/22/2024 0:00,10529,10528.9264
VKR-136467,947,947.2000000000002,3/22/2024 0:00,1026,1025.8176
VKR-136468,492,492.45752539242847,3/22/2024 0:00,533,533.3315
VKR-136469,16704,16704.060664819946,3/22/2024 0:00,18090,18090.4977
VKR-136470,17149,17149.36703601108,3/25/2024 0:00,18573,18572.7645
VKR-136471,0,0,3/25/2024 0:00,0,0
VKR-136472,1855,1855.0000923361033,3/25/2024 0:00,2009,2008.9651
VKR-136479,140838,140837.98337950138,3/26/2024 0:00,152528,152527.536
VKR-136480,7460,7460.447276084949,3/26/2024 0:00,8080,8079.6644
VKR-136481,2419,2418.6000923361034,3/26/2024 0:00,2619,2619.3439
VKR-136483,717964,717964.1994459834,3/27/2024 0:00,777555,777555.228
VKR-136484,15454,15453.720590951063,3/26/2024 0:00,16736,16736.3794
VKR-136485,36527,36527.40138504155,3/27/2024 0:00,39559,39559.1757
VKR-136486,43160,43159.501662049865,3/27/2024 0:00,46742,46741.740300000005
VKR-136487,4944,4944.000092336104,3/27/2024 0:00,5354,5354.3521
VKR-136488,5600,5600.000184672207,3/27/2024 0:00,6065,6064.8002
VKR-136489,9678,9677.500369344414,3/27/2024 0:00,10481,10480.7329
VKR-136490,43160,43159.50156971376,3/27/2024 0:00,46742,46741.7402
VKR-136491,43160,43159.50156971376,3/28/2024 0:00,46742,46741.7402
VKR-136492,43160,43159.50156971376,3/28/2024 0:00,46742,46741.7402
VKR-136493,43160,43159.50156971376,3/28/2024 0:00,46742,46741.7402
VKR-136494,43160,43159.50156971376,3/28/2024 0:00,46742,46741.7402
VKR-136495,38481,38481.23333333334,3/28/2024 0:00,41675,41675.1757
VKR-136496,4870,4870.189197,3/28/2024 0:00,5274,5274.4149
VKR-136497,672,672.1123730378578,3/28/2024 0:00,728,727.8977
VKR-136498,11584,11584.000369344412,3/28/2024 0:00,12545,12545.472399999999
VKR-136499,43160,43159.501662049865,3/28/2024 0:00,46742,46741.740300000005
VKR-136501,9780,9780.000369344414,3/28/2024 0:00,10592,10591.7404
VKR-136502,3608,3608.0000923361035,3/28/2024 0:00,3907,3907.4641
VKR-136503,2873,2872.866697502313,4/2/2024 0:00,3106,3105.5689
VKR-136504,6304,6304.096114708604,4/2/2024 0:00,6815,6814.7279
VKR-136505,7316,7315.8779833487515,4/2/2024 0:00,7908,7908.4641
VKR-136506,8358,8357.503422756707,4/3/2024 0:00,9034,9034.4612
VKR-136507,14391,14391.005920444035,4/3/2024 0:00,15557,15556.6774
VKR-136508,31572,31571.781221091587,4/3/2024 0:00,34129,34129.0955
VKR-136509,20520,20520.008418131358,4/4/2024 0:00,22182,22182.1291
VKR-136510,34968,34968.01433857539,4/4/2024 0:00,37800,37800.4235
VKR-136511,8560,8560.353561517115,4/3/2024 0:00,9254,9253.7422
VKR-136512,41313,41313.016928769655,4/4/2024 0:00,44659,44659.3713
VKR-136513,385,385.00018501387603,4/4/2024 0:00,416,416.1852
VKR-136514,19008,19008.007770582793,4/8/2024 0:00,20548,20547.6564
VKR-136515,43160,43159.51776,4/8/2024 0:00,46655,46655.4387
VKR-136516,43160,43159.51776,4/8/2024 0:00,46655,46655.4387
VKR-136517,43160,43159.51776,4/8/2024 0:00,46655,46655.4387
VKR-136518,43160,43159.51776,4/8/2024 0:00,46655,46655.4387
VKR-136519,43160,43159.51776,4/8/2024 0:00,46655,46655.4387
VKR-136520,49631,49631.420444033305,4/8/2024 0:00,53652,53651.5655
VKR-136521,20520,20520.008418131358,4/9/2024 0:00,22182,22182.1291
VKR-136522,13558,13557.900185013876,4/9/2024 0:00,14656,14656.0901
VKR-136523,16451,16451.133765032377,4/9/2024 0:00,17784,17783.6756
VKR-136524,1361,1360.9506012950972,4/9/2024 0:00,1471,1471.1876
VKR-136525,4778,4777.501942645698,4/9/2024 0:00,5164,5164.4796
VKR-136526,2505,2505.264199814986,4/9/2024 0:00,2708,2708.1906
VKR-136527,4291,4291.137835,4/9/2024 0:00,4639,4638.72
VKR-136528,278,278.15800185013876,4/10/2024 0:00,301,300.6888
VKR-136529,12335,12335.40508788159,4/10/2024 0:00,13335,13334.5729
VKR-136530,44066,44066.41813135985,4/11/2024 0:00,47636,47635.798
VKR-136531,44066,44066.41813135985,4/11/2024 0:00,47636,47635.798
VKR-136532,44066,44066.41813135985,4/11/2024 0:00,47636,47635.798
VKR-136533,44066,44066.41813135985,4/11/2024 0:00,47636,47635.798
VKR-136534,44066,44066.41813135985,4/11/2024 0:00,47636,47635.798
VKR-136535,44066,44066.41813135985,4/11/2024 0:00,47636,47635.798
VKR-136536,5726,5725.502313,4/11/2024 0:00,6189,6189.268
VKR-136537,47093,47092.519333950055,4/11/2024 0:00,50907,50907.0134
VKR-136538,27044,28397.26170212766,4/11/2024 0:00,29235,30697.4399
VKR-136539,1175,1175.263644773358,4/12/2024 0:00,1270,1270.46
VKR-136540,3222,3222.2234967622576,4/12/2024 0:00,3483,3483.2236000000003
VKR-136541,1531,1531.4041628122109,4/12/2024 0:00,1655,1655.4479
VKR-136542,13536,13535.555596669752,4/12/2024 0:00,14632,14631.9356
VKR-136543,23888,23887.50980573543,4/12/2024 0:00,25822,25822.3981
VKR-136544,44244,44244.218223866796,4/12/2024 0:00,47828,47827.9999
VKR-136545,11691,11691.232839962999,4/12/2024 0:00,12638,12638.2227
VKR-136546,19879,19879.208140610546,4/12/2024 0:00,21489,21489.424
VKR-136547,19622,19621.80804810361,4/12/2024 0:00,21211,21211.1745
VKR-136548,19008,19008.007770582793,4/12/2024 0:00,20548,20547.6564
VKR-136549,19008,19008.007770582793,4/12/2024 0:00,20548,20547.6564
VKR-136550,19008,19008.007770582793,4/12/2024 0:00,20548,20547.6564
VKR-136551,12672,12672.005180388529,4/12/2024 0:00,13698,13698.4376
VKR-136552,20537,20536.54024051804,4/12/2024 0:00,22200,22200
VKR-136553,43160,43159.51776,4/15/2024 0:00,46655,46655.4387
VKR-136554,43160,43159.51766882517,4/15/2024 0:00,46655,46655.4386
VKR-136555,43160,43159.51776,4/15/2024 0:00,46655,46655.4387
VKR-136556,43160,43159.51776,4/15/2024 0:00,46655,46655.4387
VKR-136557,23039,23038.605827937095,4/15/2024 0:00,24905,24904.7329
VKR-136558,20219,20218.95559666975,4/15/2024 0:00,21857,21856.691
VKR-136559,23058,23058.00943570768,4/15/2024 0:00,24926,24925.7082
VKR-136560,19885,19885.37715078631,4/15/2024 0:00,21496,21496.0927
VKR-136561,19473,19473.244958371877,4/15/2024 0:00,21051,21050.5778
VKR-136562,41427,41426.91739130435,4/15/2024 0:00,44782,44782.4977
VKR-136563,3051,3050.601295097132,4/15/2024 0:00,3298,3297.7
VKR-136564,25396,25395.760407030528,4/15/2024 0:00,27453,27452.817
VKR-136565,4785,4785.002035152636,4/16/2024 0:00,5173,5172.5872
VKR-136566,16552,16552.053469010178,4/15/2024 0:00,17893,17892.769800000002
VKR-136567,5586,5586.002313,4/16/2024 0:00,6038,6038.4685
VKR-136568,66237,66236.65217391304,4/16/2024 0:00,71602,71601.821
VKR-136569,38316,38315.80499537465,4/16/2024 0:00,41419,41419.3852
VKR-136570,38316,38315.80499537465,4/16/2024 0:00,41419,41419.3852
VKR-136571,16552,16552.053469010178,4/16/2024 0:00,17893,17892.769800000002
VKR-136572,595942,595941.5356151712,4/17/2024 0:00,644213,644212.8
VKR-136574,550,549.7078630897317,4/17/2024 0:00,594,594.2342
VKR-136575,13742,13741.880666049954,4/17/2024 0:00,14855,14854.973
VKR-136576,17934,17934.00740055504,4/17/2024 0:00,19387,19386.662
VKR-136577,13689,13688.89444958372,4/17/2024 0:00,14798,14797.6949
VKR-136578,11760,11760.004717853839,4/17/2024 0:00,12713,12712.5651
VKR-136579,5680,5680.002312673451,4/18/2024 0:00,6140,6140.0825
VKR-136580,12300,12300.182978723406,4/17/2024 0:00,13296,13296.497800000001
VKR-136581,22625,22624.884273820535,4/18/2024 0:00,24457,24457.4999
VKR-136582,14189,14188.637280296023,4/18/2024 0:00,15338,15337.9169
VKR-136583,13058,13058.484828862165,4/18/2024 0:00,14116,14116.2221
VKR-136584,1120,1120.000463,4/18/2024 0:00,1211,1210.7205
VKR-136585,3188,3188.0715078630897,4/19/2024 0:00,3446,3446.3053
VKR-136586,393,392.98260869565223,4/19/2024 0:00,425,424.8142
VKR-136587,33477,33476.50481036078,4/19/2024 0:00,36188,36188.1017
VKR-136588,340538,340538.0203515263,4/19/2024 0:00,368122,368121.6
VKR-136589,24948,24948.01026827012,4/19/2024 0:00,26969,26968.7991
VKR-136590,27720,27720.011378353374,4/19/2024 0:00,29965,29965.3323
VKR-136591,702,701.7546716003701,4/19/2024 0:00,759,758.5968
VKR-136592,43160,43159.51766882517,4/22/2024 0:00,46655,46655.4386
VKR-136593,43160,43159.51776,4/22/2024 0:00,46655,46655.4387
VKR-136594,48960,48960.020166512484,4/22/2024 0:00,52926,52925.7818
VKR-136595,43160,43159.51776,4/22/2024 0:00,46655,46655.4387
VKR-136596,43160,43159.51776,4/22/2024 0:00,46655,46655.4387
VKR-136597,43160,43159.51776,4/23/2024 0:00,46655,46655.4387
VKR-136598,43160,43159.51776,4/23/2024 0:00,46655,46655.4387
VKR-136599,9591,9591.003977798335,4/23/2024 0:00,10368,10367.8753
VKR-136601,3095,3094.738112858465,4/22/2024 0:00,3345,3345.4119
VKR-136602,76187,76187.28131359853,4/23/2024 0:00,82358,82358.4511
VKR-136603,102877,102876.7717853839,4/23/2024 0:00,111210,111209.7903
VKR-136604,14700,14700.006012950973,4/24/2024 0:00,15891,15890.7065
VKR-136605,49408,49653.33024976873,4/24/2024 0:00,53410,53675.25
VKR-136606,16777,16831.63737280296,4/24/2024 0:00,18136,18195
VKR-136607,14916,14916.049953746531,4/24/2024 0:00,16124,16124.25
VKR-136608,50495,50494.91211840888,4/24/2024 0:00,54585,54585
VKR-136609,50495,50494.91211840888,4/24/2024 0:00,54585,54585
VKR-136610,19036,19035.61082331175,4/25/2024 0:00,20577,20577.4953
VKR-136611,0,0,4/25/2024 0:00,0,0
VKR-136612,9650,9649.974005550417,4/25/2024 0:00,10432,10431.6219
VKR-136613,23855,23855.272802960226,4/25/2024 0:00,25788,25787.5499
VKR-136614,38077,38076.74051803885,4/25/2024 0:00,41161,41160.9565
VKR-136615,23920,23919.541905642924,4/25/2024 0:00,25857,25857.0248
VKR-136616,3152,3152.048103607771,4/25/2024 0:00,3407,3407.364
VKR-136617,39053,39052.816096207214,4/25/2024 0:00,42216,42216.0942
VKR-136618,39053,39052.816096207214,4/25/2024 0:00,42216,42216.0942
VKR-136619,39053,39052.816096207214,4/25/2024 0:00,42216,42216.0942
VKR-136620,39053,39052.816096207214,4/25/2024 0:00,42216,42216.0942
VKR-136621,34535,34534.51415356152,4/26/2024 0:00,37332,37331.8098
VKR-136622,15535,15535.09398704903,4/26/2024 0:00,16793,16793.4366
VKR-136623,53985,53984.72220166513,4/26/2024 0:00,58357,58357.4847
VKR-136624,716,715.7897317298797,4/26/2024 0:00,774,773.7687
VKR-136625,8364,8364.389269,4/26/2024 0:00,9042,9041.9048
VKR-136626,12965,12964.917483811287,4/26/2024 0:00,14015,14015.0758
VKR-136627,28095,28095.461609620725,4/26/2024 0:00,30371,30371.194000000003
VKR-136632,48943,48943.14505087882,4/26/2024 0:00,52908,52907.5398
VKR-136633,49662,49661.540425531915,4/26/2024 0:00,53684,53684.125199999995
VKR-136634,2047,2047.0886216466233,4/26/2024 0:00,2213,2212.9028
VKR-136635,42215,42214.52738205365,4/29/2024 0:00,45634,45633.9041
VKR-136636,42215,42214.52738205365,4/29/2024 0:00,45634,45633.9041
VKR-136637,42215,42214.52738205365,4/29/2024 0:00,45634,45633.9041
VKR-136638,65785,65784.77696577243,4/29/2024 0:00,71113,71113.34389999999
VKR-136639,25725,25725.15504162812,4/29/2024 0:00,27809,27808.8926
VKR-136640,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136641,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136642,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136643,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136644,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136645,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136646,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136647,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136648,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136649,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136650,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136651,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136652,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136653,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136654,45945,45945.018871415356,4/29/2024 0:00,49667,49666.5654
VKR-136655,28967,28967.23977798335,4/29/2024 0:00,31314,31313.5862
VKR-136656,7499,7499.418223866791,4/29/2024 0:00,8107,8106.8711
VKR-136657,14336,14335.88094357077,4/29/2024 0:00,15497,15497.087300000001
VKR-136658,6509,6508.7745605920445,4/29/2024 0:00,7036,7035.9853
VKR-136659,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136660,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136661,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136662,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136663,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136664,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136665,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136666,20981,20980.573543015726,4/26/2024 0:00,22680,22680
VKR-136668,17206,17206.290471785385,4/30/2024 0:00,18600,18600
VKR-136675,13434,13434.391396854766,4/30/2024 0:00,14523,14522.5771
VKR-136676,4593,4592.50185,4/30/2024 0:00,4964,4964.4945
VKR-136677,10484,10484.10425531915,4/30/2024 0:00,11333,11333.3167
VKR-136678,468,467.63015726179464,4/30/2024 0:00,506,505.5082
VKR-136679,16253,16252.95661424607,4/30/2024 0:00,17569,17569.4461
VKR-136680,8382,8381.582331174839,4/30/2024 0:00,9060,9060.4905
VKR-136681,40482,40481.67770582795,4/30/2024 0:00,43761,43760.693600000006
VKR-136682,47616,47616.393524514344,4/30/2024 0:00,51473,51473.3214
VKR-136683,13492,13492.403145235894,4/30/2024 0:00,14585,14585.2878
VKR-136684,36942,45360.01868640148,4/30/2024 0:00,39934,49034.1802
VKR-136685,36942,45360.01868640148,4/30/2024 0:00,39934,49034.1802
VKR-136686,36942,45360.01868640148,4/30/2024 0:00,39934,49034.1802
VKR-136687,36942,45360.01868640148,4/30/2024 0:00,39934,49034.1802
VKR-136688,36942,45360.01868640148,4/30/2024 0:00,39934,49034.1802
VKR-136689,36942,45360.01868640148,4/30/2024 0:00,39934,49034.1802
VKR-136690,36942,45360.01868640148,4/30/2024 0:00,39934,49034.1802
VKR-136691,36942,45360.01868640148,4/30/2024 0:00,39934,49034.1802
VKR-136692,36942,45360.01868640148,4/30/2024 0:00,39934,49034.1802
VKR-136693,35472,35471.562313432834,5/2/2024 0:00,38026,38025.5148
VKR-136694,15064,15064.053078358207,5/2/2024 0:00,16149,16148.6649
VKR-136695,34042,34042.08927238805,5/2/2024 0:00,36493,36493.119699999996
VKR-136696,44014,44014.01445895522,5/2/2024 0:00,47183,47183.0235
VKR-136697,180,180,5/2/2024 0:00,193,192.96
VKR-136698,10549,10549.35177238806,5/1/2024 0:00,11309,11308.9051
VKR-136699,32749,32748.52266791044,5/2/2024 0:00,35106,35106.4163
VKR-136700,15475,15475.08041044776,5/1/2024 0:00,16589,16589.2862
VKR-136702,140907,140906.56799259945,4/30/2024 0:00,152320,152320
VKR-136703,1138196,1138196.1147086031,4/30/2024 0:00,1230390,1230390
VKR-136704,15064,15064.053078358207,5/2/2024 0:00,16149,16148.6649
VKR-136705,33933,33933.23955,5/2/2024 0:00,36376,36376.4328
VKR-136706,6918,6918.088712686566,5/2/2024 0:00,7416,7416.1911
VKR-136707,40405,40404.74225746268,5/2/2024 0:00,43314,43313.8837
VKR-136708,589,589.4850746268656,5/2/2024 0:00,632,631.928
VKR-136709,50977,50977.490205223876,5/3/2024 0:00,54648,54647.8695
VKR-136710,5370,5369.998973880596,5/3/2024 0:00,5757,5756.6389
VKR-136711,31464,31464.26399253731,5/3/2024 0:00,33730,33729.691
VKR-136712,36064,36064.26809701492,5/3/2024 0:00,38661,38660.8954
VKR-136713,18303,18303.134514925372,5/3/2024 0:00,19621,19620.9602
VKR-136714,39053,39052.79253731343,5/6/2024 0:00,41865,41864.5936
VKR-136715,39053,39052.79253731343,5/6/2024 0:00,41865,41864.5936
VKR-136716,31227,31226.64822761194,5/6/2024 0:00,33475,33474.9669
VKR-136717,27232,27232.194869402985,5/6/2024 0:00,29193,29192.912900000003
VKR-136718,9543,9543.273134328358,5/6/2024 0:00,10230,10230.3888
VKR-136720,56855,56855.23908582089,5/6/2024 0:00,60949,60948.8163
VKR-136721,56855,56855.23908582089,5/6/2024 0:00,60949,60948.8163
VKR-136722,24324,24324.295335820894,5/6/2024 0:00,26076,26075.6446
VKR-136723,37926,37925.99272,5/6/2024 0:00,40657,40656.6642
VKR-136724,6116,6115.786567164178,5/7/2024 0:00,6556,6556.1232
VKR-136725,7934,7933.798507462685,5/7/2024 0:00,8505,8505.032
VKR-136726,10432,10431.897947761194,5/7/2024 0:00,11183,11182.9946
VKR-136727,25151,25150.86539179104,5/7/2024 0:00,26962,26961.7277
VKR-136728,74810,74810.23563432835,5/7/2024 0:00,80197,80196.5726
VKR-136729,18632,18631.996455223878,5/7/2024 0:00,19974,19973.5002
VKR-136730,45278,45277.791324626865,5/8/2024 0:00,48538,48537.7923
VKR-136731,45278,45277.791324626865,5/8/2024 0:00,48538,48537.7923
VKR-136732,31227,31226.64822761194,5/7/2024 0:00,33475,33474.9669
VKR-136733,27232,27232.194869402985,5/7/2024 0:00,29193,29192.912900000003
VKR-136734,15064,15064.053078358207,5/8/2024 0:00,16149,16148.6649
VKR-136735,39053,39052.79253731343,5/8/2024 0:00,41865,41864.5936
VKR-136736,39053,39052.79253731343,5/8/2024 0:00,41865,41864.5936
VKR-136737,39053,39052.79253731343,5/8/2024 0:00,41865,41864.5936
VKR-136738,39053,39052.79253731343,5/8/2024 0:00,41865,41864.5936
VKR-136739,49712,49712.25746268657,5/8/2024 0:00,53292,53291.54
VKR-136740,32781,32781.271175373135,5/8/2024 0:00,35142,35141.5227
VKR-136741,33240,33239.75055970149,5/8/2024 0:00,35633,35633.0126
VKR-136742,23268,23267.82537313433,5/8/2024 0:00,24943,24943.1088
VKR-136743,42234,42233.74188432835,5/8/2024 0:00,45275,45274.571299999996
VKR-136744,35864,35864.26809701492,5/8/2024 0:00,38446,38446.4954
VKR-136745,40660,40660.192164179105,5/13/2024 0:00,43588,43587.726
VKR-136746,15064,15064.053078358207,5/10/2024 0:00,16149,16148.6649
VKR-136747,356,355.5554104477612,5/10/2024 0:00,381,381.1554
VKR-136748,9478,9478.348134328357,5/10/2024 0:00,10161,10160.7892
VKR-136749,44049,44048.80410447761,5/10/2024 0:00,47220,47220.318
VKR-136750,19015,19015.429664179104,5/13/2024 0:00,20385,20384.5406
VKR-136752,41427,41426.88115671641,5/13/2024 0:00,44410,44409.616599999994
VKR-136753,16017,16017.17994402985,5/13/2024 0:00,17170,17170.4169
VKR-136754,16017,16017.17994402985,5/13/2024 0:00,17170,17170.4169
VKR-136755,26734,26734.04486940298,5/13/2024 0:00,28659,28658.896099999998
VKR-136756,52786,52786.33992537313,5/13/2024 0:00,56587,56586.9564
VKR-136757,6742,6741.517350746268,5/14/2024 0:00,7227,7226.906599999999
VKR-136758,41245,41245.202052238805,5/14/2024 0:00,44215,44214.8566
VKR-136759,41245,41245.20214552238,5/14/2024 0:00,44215,44214.8567
VKR-136760,41245,41245.202052238805,5/14/2024 0:00,44215,44214.8566
VKR-136761,39053,39052.79253731343,5/14/2024 0:00,41865,41864.5936
VKR-136762,39053,39052.79253731343,5/14/2024 0:00,41865,41864.5936
VKR-136763,18369,18369.371455223878,5/14/2024 0:00,19692,19691.9662
VKR-136764,39053,39052.79253731343,5/14/2024 0:00,41865,41864.5936
VKR-136765,10225,10225.498041044777,5/14/2024 0:00,10962,10961.733900000001
VKR-136766,3646,3645.674347014925,5/15/2024 0:00,3908,3908.1629
VKR-136767,1037,1036.7998134328357,5/15/2024 0:00,1111,1111.4494
VKR-136768,29700,29699.99430970149,5/6/2024 0:00,31838,31838.3939
VKR-136769,37530,37529.80699626866,5/15/2024 0:00,40232,40231.9531
VKR-136770,22434,22433.67369402985,5/15/2024 0:00,24049,24048.8982
VKR-136771,4118,4118.454197761193,5/15/2024 0:00,4415,4414.9829
VKR-136772,21283,21282.937406716417,5/16/2024 0:00,22815,22815.3089
VKR-136773,14788,14787.672201492536,5/16/2024 0:00,15852,15852.3846
VKR-136774,2906,2905.8744402985076,5/16/2024 0:00,3115,3115.0974
VKR-136775,37608,37608.40345149254,5/16/2024 0:00,40316,40316.2085
VKR-136776,3439,3438.594869402985,5/16/2024 0:00,3686,3686.1737
VKR-136777,18144,18143.99654850746,5/16/2024 0:00,19450,19450.3643
VKR-136778,4800,4799.999067164179,5/16/2024 0:00,5146,5145.599
VKR-136784,34474,34474.36986940298,5/17/2024 0:00,36957,36956.5245
VKR-136785,3188,3188.3026119402984,5/17/2024 0:00,3418,3417.8604
VKR-136786,6470,6470.172388059701,5/17/2024 0:00,6936,6936.0248
VKR-136787,2406,2406.2495335820895,5/17/2024 0:00,2579,2579.4995
VKR-136788,48986,48986.42808,5/17/2024 0:00,52513,52513.450899999996
VKR-136789,35864,35864.26809701492,5/17/2024 0:00,38446,38446.4954
VKR-136790,738316,738315.6716417909,5/17/2024 0:00,791474,791474.3999999999
VKR-136791,3870,3869.999253731343,5/17/2024 0:00,4149,4148.6392
VKR-136792,6384,6383.998787313432,5/17/2024 0:00,6844,6843.6467
VKR-136793,546,545.9999067,5/17/2024 0:00,585,585.3119
VKR-136794,45912,45911.78124999999,5/17/2024 0:00,49217,49217.4295
VKR-136795,3764,3764.2492537313433,5/15/2024 0:00,4035,4035.2752
VKR-136796,10538,11645.54776119403,5/21/2024 0:00,11296,12484.0272
VKR-136797,25828,29042.994402985074,5/21/2024 0:00,27688,31134.09
VKR-136798,15064,15064.053078358207,5/21/2024 0:00,16149,16148.6649
VKR-136799,15064,15064.053078358207,5/21/2024 0:00,16149,16148.6649
VKR-136800,41245,41245.202052238805,5/21/2024 0:00,44215,44214.8566
VKR-136801,41245,41245.202052238805,5/21/2024 0:00,44215,44214.8566
VKR-136802,41245,41245.202052238805,5/21/2024 0:00,44215,44214.8566
VKR-136803,41245,41245.202052238805,5/21/2024 0:00,44215,44214.8566
VKR-136804,14325,14324.997294776118,5/21/2024 0:00,15356,15356.3971
VKR-136805,6173,6173.368843283582,5/21/2024 0:00,6618,6617.8514
VKR-136806,74810,74810.23563432835,5/21/2024 0:00,80197,80196.5726
VKR-136807,2200,2199.9995335820895,5/21/2024 0:00,2358,2358.3995
VKR-136808,38206,38205.99263059701,5/21/2024 0:00,40957,40956.8241
VKR-136809,18163,18163.149440298504,5/21/2024 0:00,19471,19470.8962
VKR-136810,393,392.98227611940297,5/21/2024 0:00,421,421.277
VKR-136811,41245,41245.202052238805,5/22/2024 0:00,44215,44214.8566
VKR-136812,41245,41245.202052238805,5/22/2024 0:00,44215,44214.8566
VKR-136813,41245,41245.202052238805,5/22/2024 0:00,44215,44214.8566
VKR-136814,41245,41245.202052238805,5/22/2024 0:00,44215,44214.8566
VKR-136815,41245,41245.202052238805,5/22/2024 0:00,44215,44214.8566
VKR-136816,19922,19921.946175373134,5/22/2024 0:00,21356,21356.3263
VKR-136817,672,671.9999067164179,5/21/2024 0:00,720,720.3839
VKR-136818,16138,16137.597014925374,5/22/2024 0:00,17300,17299.504
VKR-136819,49050,49049.99057835821,5/21/2024 0:00,52582,52581.5899
VKR-136820,42668,42668.35429104477,5/22/2024 0:00,45740,45740.4758
VKR-136821,196,196.49113805970148,5/21/2024 0:00,211,210.6385
VKR-136822,6035,6034.578824626865,5/22/2024 0:00,6469,6469.068499999999
VKR-136823,9982,9981.908115671642,5/22/2024 0:00,10701,10700.605500000001
VKR-136824,51644,51644.24011194029,5/22/2024 0:00,55363,55362.6254
VKR-136825,51644,51644.24011194029,5/22/2024 0:00,55363,55362.6254
VKR-136826,45265,45265.49132462686,5/23/2024 0:00,48525,48524.6067
VKR-136827,5311,5310.898973880597,5/23/2024 0:00,5693,5693.2837
VKR-136828,8016,8016.370522388059,5/24/2024 0:00,8594,8593.5492
VKR-136829,4737,4736.839925373134,5/24/2024 0:00,5078,5077.8924
VKR-136830,21495,21495.102145522385,5/24/2024 0:00,23043,23042.749499999998
VKR-136831,285,284.99999999999994,5/24/2024 0:00,306,305.52
VKR-136832,1770,1769.5898320895524,5/24/2024 0:00,1897,1897.0003000000002
VKR-136833,515096,515095.5223880597,5/27/2024 0:00,552182,552182.4
VKR-136834,31227,31226.64822761194,5/27/2024 0:00,33475,33474.9669
VKR-136835,16314,16313.776865671642,5/27/2024 0:00,17488,17488.3688
VKR-136836,4358,4358.3991604477615,5/27/2024 0:00,4672,4672.2039
VKR-136838,16017,16017.17994402985,5/27/2024 0:00,17170,17170.4169
VKR-136839,16350,16350.386847014923,5/27/2024 0:00,17528,17527.6147
VKR-136840,39229,39229.30494402985,5/27/2024 0:00,42054,42053.8149
VKR-136842,40100,40100.42975746268,5/27/2024 0:00,42988,42987.6607
VKR-136843,37872,37872.442723880595,5/28/2024 0:00,40599,40599.2586
VKR-136844,40036,40036.492350746266,5/28/2024 0:00,42919,42919.1198
VKR-136846,497,496.7102611940298,5/28/2024 0:00,532,532.4734
VKR-136847,9520,9519.563152985074,5/28/2024 0:00,10205,10204.9717
VKR-136850,15924,15924.191977611941,5/28/2024 0:00,17071,17070.7338
VKR-136851,2351,2350.7462686567164,5/28/2024 0:00,2520,2520
VKR-136852,41245,41245.202052238805,5/29/2024 0:00,44215,44214.8566
VKR-136853,41245,41245.202052238805,5/29/2024 0:00,44215,44214.8566
VKR-136854,41245,41245.202052238805,5/29/2024 0:00,44215,44214.8566
